,0,1,2
0,0.20443475480447773,17.705983295982108,17.707163466986163
1,-3.692321758996775,-3.073475006471415,4.804111633524506
2,5.046458608670658,-1.8269993689254198,5.366998340141357
3,5.500863822557142,2.083468153273343,5.882205567644012
4,-5.8712089443539055,1.0725390624353965,5.96836950169065
5,1.4557033919142732,0.23796010824953515,1.475024534829455
6,5.97082879903778e+292,-3.4353031995071605e+293,inf
7,2.490413508259627e+292,-1.211489095402019e+292,inf
8,-8.803462608014301e+263,2.1539593239496748e+263,inf
9,1.4318033398598964e+263,-2.9852329776564165e+262,inf
10,-9.65927857691309e+262,5.977147657271469e+262,inf
11,-1.850375034252883e+263,1.2019768922058098e+263,inf
12,-inf,inf,inf
13,inf,inf,inf
14,-inf,inf,inf
15,-2.7966680257531085,-2.530318689967098,3.771453926414401
16,inf,-inf,inf
